399,1989;0,2475805
401,1274;0,2662416
403,0559;0,2795012
404,9844;0,2929448
406,9129;0,30649
408,8414;0,3291029
410,7699;0,3474467
412,6984;0,363765
414,6269;0,3837003
416,5554;0,4131559
418,4839;0,4187075
420,4124;0,4443742
422,3409;0,4732705
424,2694;0,4807413
426,1979;0,4955063
428,1264;0,518855
430,0549;0,5114337
431,9834;0,5169439
433,9119;0,5243067
435,8404;0,5039545
437,7689;0,4929856
439,6974;0,4945545
441,6259;0,4781211
443,5544;0,4745056
445,4829;0,4908064
447,4114;0,4817384
449,3399;0,4887074
451,2684;0,5053868
453,1969;0,5139899
455,1254;0,5282885
457,0539;0,5607616
458,9824;0,5837924
460,9109;0,6165761
462,8394;0,6558343
464,7679;0,6948829
466,6964;0,7278797
468,6249;0,7510069
470,5533;0,7696186
472,4819;0,7702143
474,4103;0,7535687
476,3389;0,7324212
478,2673;0,7068656
480,1959;0,6678961
482,1243;0,640968
484,0529;0,6108429
485,9813;0,5759737
487,9099;0,5575981
489,8383;0,5440943
491,7668;0,51704
493,6953;0,5166928
495,6238;0,5172351
497,5523;0,5087849
499,4808;0,5162947
501,4093;0,531287
503,3378;0,5291607
505,2663;0,5424126
507,1948;0,5518798
509,1233;0,553225
511,0518;0,5643044
512,9803;0,5753615
514,9088;0,5779612
516,8373;0,5842376
518,7658;0,5928872
520,6943;0,5980156
522,6228;0,6056281
524,5513;0,609091
526,4798;0,6150174
528,4083;0,615958
530,3368;0,6201928
532,2653;0,6265278
534,1938;0,6240194
536,1223;0,6167103
538,0508;0,6159107
539,9792;0,6001564
541,9078;0,5788516
543,8363;0,5692815
545,7648;0,5505449
547,6932;0,52461
549,6218;0,5141528
551,5503;0,495162
553,4788;0,4720769
555,4072;0,4651812
557,3358;0,4498655
559,2643;0,4298815
561,1927;0,4202223
563,1212;0,4075422
565,0497;0,3863962
566,9783;0,377318
568,9067;0,3633024
570,8352;0,3463464
572,7637;0,3345244
574,6923;0,3256458
576,6207;0,3126476
578,5492;0,3030142
580,4777;0,2925711
582,4063;0,2856418
584,3347;0,2765826
586,2632;0,2689778
588,1917;0,2634584
590,1202;0,2539837
592,0487;0,2477296
593,9772;0,2452859
595,9057;0,2343363
597,8342;0,2259001
599,7627;0,2258305
601,6912;0,2141338
603,6197;0,2066522
605,5482;0,2057573
607,4767;0,1960894
609,4052;0,186584
611,3337;0,1888727
613,2622;0,1795291
615,1907;0,1726161
617,1192;0,1731058
619,0477;0,1680064
620,9762;0,1614005
622,9047;0,162811
624,8332;0,1585506
626,7617;0,1549767
628,6902;0,1555285
630,6187;0,1530349
632,5472;0,1512581
634,4756;0,1503372
636,4042;0,1499368
638,3326;0,1480811
640,2612;0,1474241
642,1896;0,1469012
644,1182;0,1469144
646,0466;0,1419792
647,9752;0,1425409
649,9036;0,1415334
651,8322;0,1368134
653,7606;0,1359145
655,6891;0,1385683
657,6177;0,1325402
659,5461;0,1334907
661,4746;0,1359651
663,4031;0,1313225
665,3317;0,1319998
667,2601;0,1366253
669,1886;0,1324969
671,1171;0,1338721
673,0457;0,1384831
674,9741;0,1350819
676,9026;0,1362074
678,8311;0,1389076
680,7596;0,138267
682,6881;0,1390164
684,6166;0,1426105
686,5451;0,1418161
688,4736;0,144151
690,4021;0,1461822
692,3306;0,1477126
694,2591;0,1472312
696,1876;0,1483207
698,1161;0,1490673
700,0446;0,148817
701,9731;0,1449246
703,9016;0,143348
705,8301;0,1388374
707,7585;0,1324076
709,6871;0,1314692
711,6156;0,1278097
713,5441;0,1216768
715,4725;0,1225702
717,4011;0,1220702
719,3296;0,1162609
721,2581;0,1196853
723,1865;0,1198385
725,1151;0,1158003
727,0436;0,1174044
728,972;0,1185809
730,9005;0,1135751
732,829;0,1161626
734,7576;0,1167815
736,686;0,1145186
738,6145;0,1170398
740,543;0,1199226
742,4716;0,1181955
744,4;0,1207424
746,3285;0,1232165
748,257;0,1240069
750,1855;0,1260942
752,114;0,1266099
754,0425;0,1262397
755,971;0,1250205
757,8995;0,1249471
759,828;0,1245223
761,7565;0,1226714
763,685;0,1197242
765,6135;0,1206611
767,542;0,1171997
769,4705;0,1156197
771,399;0,1174318
773,3275;0,1156558
775,256;0,1130279
777,1844;0,1172109
779,113;0,1150656
781,0415;0,1128881
782,97;0,1172723
784,8984;0,1170448
786,827;0,1146339
788,7555;0,1178518
790,684;0,1171005
792,6124;0,1147616
794,541;0,1176936
796,4695;0,1160019
798,3979;0,1143185
800,3264;0,1160281
802,2549;0,1151183
804,1835;0,1108782
806,1119;0,1108653
808,0404;0,1095526
809,9689;0,1093553
811,8975;0,1083422
813,8259;0,1096027
815,7545;0,1095479
817,683;0,1093544
819,6115;0,1109404
821,5399;0,1142213
823,4684;0,1131621
825,397;0,1152221
827,3254;0,1190915
829,2539;0,1173259
831,1824;0,1181508
833,111;0,1216281
835,0394;0,1196437
836,9679;0,1183882
838,8964;0,1208903
840,825;0,1169675
842,7534;0,1167539
844,6819;0,1183994
846,6104;0,1160065
848,5389;0,1160541
850,4674;0,1206625
852,3959;0,1198898
854,3244;0,1222953
856,2529;0,1270677
858,1814;0,1293969
860,1099;0,1323834
862,0384;0,1378344
863,9669;0,1408876
865,8954;0,144199
867,8239;0,1484969
869,7524;0,1521449
871,6809;0,1557847
873,6094;0,1583776
875,5378;0,1635832
877,4664;0,1666551
879,3949;0,1680794
881,3234;0,1714223
883,2518;0,1746479
885,1804;0,1737005
887,1089;0,179188
889,0374;0,1832899
890,9658;0,1856449
892,8943;0,1929983
894,8229;0,201975
896,7513;0,2066154
898,6798;0,2184838
900,6083;0,2312121
902,5369;0,2405553
904,4653;0,2556433
906,3938;0,2719693
908,3223;0,2839782
910,2509;0,298142
912,1793;0,3080341
914,1078;0,3073784
916,0364;0,3060266
917,9648;0,3020107
