399,1989;0,07076573
401,1274;0,08358674
403,0559;0,09419481
404,9844;0,1083432
406,9129;0,1256829
408,8414;0,1498373
410,7699;0,1616491
412,6984;0,1637722
414,6269;0,1720385
416,5554;0,1947171
418,4839;0,1951265
420,4124;0,2112083
422,3409;0,2279765
424,2694;0,2283107
426,1979;0,2452645
428,1264;0,2775022
430,0549;0,2798523
431,9834;0,2887478
433,9119;0,2915044
435,8404;0,2537832
437,7689;0,2220924
439,6974;0,2024699
441,6259;0,1688878
443,5544;0,1496113
445,4829;0,1535159
447,4114;0,1374199
449,3399;0,1358391
451,2684;0,1453837
453,1969;0,1498859
455,1254;0,1564148
457,0539;0,1802823
458,9824;0,2021712
460,9109;0,2405217
462,8394;0,2912005
464,7679;0,3601279
466,6964;0,4352552
468,6249;0,5031585
470,5533;0,5515371
472,4819;0,5638961
474,4103;0,536927
476,3389;0,4915642
478,2673;0,4282116
480,1959;0,348035
482,1243;0,2899396
484,0529;0,2384088
485,9813;0,1885186
487,9099;0,1642453
489,8383;0,1512791
491,7668;0,1254299
493,6953;0,1248644
495,6238;0,1254309
497,5523;0,115889
499,4808;0,1210706
501,4093;0,1311964
503,3378;0,1272068
505,2663;0,1381991
507,1948;0,1460111
509,1233;0,1416864
511,0518;0,1471127
512,9803;0,1569937
514,9088;0,1635174
516,8373;0,176792
518,7658;0,1994321
520,6943;0,2231453
522,6228;0,2547067
524,5513;0,2908076
526,4798;0,338051
528,4083;0,3896647
530,3368;0,4513927
532,2653;0,5185742
534,1938;0,5799402
536,1223;0,632351
538,0508;0,6863297
539,9792;0,7113847
541,9078;0,7152832
543,8363;0,7117732
545,7648;0,6868129
547,6932;0,6466955
549,6218;0,616477
551,5503;0,57519
553,4788;0,5288962
555,4072;0,4999293
557,3358;0,4674698
559,2643;0,4326572
561,1927;0,4073403
563,1212;0,3801828
565,0497;0,3461034
566,9783;0,3244194
568,9067;0,3009355
570,8352;0,2771574
572,7637;0,2594148
574,6923;0,2452625
576,6207;0,2283469
578,5492;0,2162999
580,4777;0,2060516
582,4063;0,1992786
584,3347;0,1893396
586,2632;0,1827566
588,1917;0,1787059
590,1202;0,1687713
592,0487;0,1625465
593,9772;0,1614138
595,9057;0,1529636
597,8342;0,1474182
599,7627;0,1500828
601,6912;0,1423803
603,6197;0,1387607
605,5482;0,1399762
607,4767;0,1315154
609,4052;0,1231289
611,3337;0,1244955
613,2622;0,1134021
615,1907;0,1062828
617,1192;0,107051
619,0477;0,1016883
620,9762;0,09494857
622,9047;0,09764314
624,8332;0,09423298
626,7617;0,09182794
628,6902;0,09351272
630,6187;0,0928093
632,5472;0,0926455
634,4756;0,0941507
636,4042;0,09634168
638,3326;0,09737928
640,2612;0,09886218
642,1896;0,1006591
644,1182;0,1028085
